cards,sum
DD9 SS6 SS2,17
DD4 SS8 SS5,17
DD7 SS5 HH5,17
CC6 HA1 SS10,17
DD4 CK10 HH3,17
DD7 DD3 CC7,17
SS4 DD5 SS8,17
DD2 DQ10 DD5,17
SS4 CC6 SS7,17
CC3 SS4 DK10,17
HH6 SJ10 CA1,17
CC8 DD5 HH4,17
HH8 CC4 CC5,17
CK10 DD4 DD3,17
CA1 DD8 SS8,17
HH4 SS5 CC8,17
SS8 CC6 SS3,17
HH7 HH4 CC6,17
SS5 DD3 SS9,17
HH6 CA1 CK10,17
DD4 CC3 HQ10,17
HH8 SS8 CA1,17
CC6 HH6 HH5,17
SS9 HH7 SA1,17
SS5 DD2 DQ10,17
DD2 DD9 SS6,17
HH5 SQ10 HH2,17
HH6 CQ10 HA1,17
DD2 DD8 HH7,17
HQ10 CC6 DA1,17
SK10 DD2 CC5,17
HH2 CC6 SS9,17
DD4 CK10 DD3,17
HA1 HQ10 SS6,17
DD6 CA1 SK10,17
HH4 SS9 CC4,17
DD7 CC5 SS5,17
HH10 CA1 DD6,17
DD5 CC2 HJ10,17
CC3 CC4 DK10,17
SS5 DD6 HH6,17
CC2 CC5 DD10,17
HH10 SA1 DD6,17
HH7 CC5 SS5,17
CC3 SK10 CC4,17
DD5 CC3 HH9,17
CK10 DD3 HH4,17
HH3 CC6 DD8,17
CC6 HA1 HH10,17
SS6 DJ10 CA1,17
DD8 DD6 HH3,17
DK10 DD6 DA1,17
HH6 DD8 SS3,17
DD5 HH9 HH3,17
CC6 SS10 DA1,17
HH3 HH4 HK10,17
SK10 SS6 SA1,17
HK10 DD4 HH3,17
SS6 SS5 HH6,17
HH7 DD3 SS7,17
CC2 CC5 SS10,17
DD6 HH4 SS7,17
CC4 HH4 SS9,17
HA1 CC6 CJ10,17
CC9 SS5 HH3,17
DA1 CC6 SS10,17
CQ10 SS5 CC2,17
CC2 DD5 CC10,17
CC4 DD10 DD3,17
SS10 DD5 DD2,17
SS3 CC10 CC4,17
SQ10 CA1 DD6,17
CC5 HH10 DD2,17
CC2 HH5 CJ10,17
HH3 HK10 CC4,17
SS4 SS3 HQ10,17
DA1 HH6 DD10,17
DD4 DD3 HQ10,17
DJ10 DD6 SA1,17
CA1 HK10 CC6,17
CC3 HH4 CC10,17
HH6 SS4 SS7,17
CC6 HJ10 SA1,17
SA1 SS6 SK10,17
DD4 HH3 DJ10,17
CC6 HA1 DD10,17
DD5 HH2 SK10,17
HH7 CC8 DD2,17
CC3 DD4 DJ10,17
CQ10 CC5 DD2,17
CC7 SA1 SS9,17
DD3 DK10 SS4,17
SS4 HH9 HH4,17
HH6 HH4 SS7,17
HK10 DD5 SS2,17
DD2 SS9 DD6,17
CC8 DD3 DD6,17
DD6 CA1 SQ10,17
DD5 SS5 SS7,17
SJ10 DD5 HH2,17
CC5 DD2 SJ10,17
HH7 DD8 SS2,17
CK10 CC5 CC2,17
SS10 HH3 CC4,17
HH2 SS5 CJ10,17
HH8 HH4 SS5,17
DK10 DD6 CA1,17
SS3 HH4 SS10,17
DD4 HJ10 DD3,17
DA1 CK10 CC6,17
SS9 CC3 SS5,17
CA1 SK10 HH6,17
CC5 HJ10 CC2,17
CJ10 CC2 DD5,17
SA1 DK10 SS6,17
HH3 SS10 CC4,17
SS9 HH5 DD3,17
SS6 HA1 SQ10,17
DD6 SA1 SJ10,17
CC7 SS6 DD4,17
DD6 CC6 HH5,17
HH3 DD10 SS4,17
DD3 DK10 CC4,17
DD9 CA1 DD7,17
CC2 DK10 DD5,17
HH4 DD5 CC8,17
SQ10 SA1 DD6,17
SK10 HH4 SS3,17
DD3 DD9 SS5,17
DD2 DD8 CC7,17
DD10 SA1 DD6,17
DK10 SS3 SS4,17
DD2 SQ10 SS5,17
CC8 DD8 SA1,17
SS3 DQ10 SS4,17
DD4 SS10 DD3,17
HH2 CK10 SS5,17
HH7 SS2 CC8,17
DD3 CC7 SS7,17
SS6 SA1 DD10,17
SA1 DD8 CC8,17
CC3 HH5 DD9,17
DD9 CC6 HH2,17
SS4 HH10 HH3,17
DD4 SS3 CQ10,17
HH7 CC6 SS4,17
CC2 DD5 CJ10,17
HH4 DD5 CC8,17
CC4 CC3 SQ10,17
DD6 HH9 HH2,17
DA1 DD6 HQ10,17
DD7 DD5 DD5,17
DD5 HH7 DD5,17
HJ10 DD6 SA1,17
SS2 SK10 HH5,17
DJ10 HH2 CC5,17
DD8 SS4 HH5,17
SS4 CC3 SS10,17
SS3 SS7 HH7,17
HK10 HH5 HH2,17
HH9 SS4 CC4,17
SS3 HK10 DD4,17
DD6 HH6 CC5,17
HH8 HH2 SS7,17
HH3 DQ10 HH4,17
HA1 CC6 HK10,17
HQ10 HH6 CA1,17
DD5 HH2 SQ10,17
DA1 DD8 HH8,17
DD6 SQ10 DA1,17
HH3 DD6 CC8,17
HK10 SA1 DD6,17
SJ10 SS3 CC4,17
DD8 SS2 HH7,17
SS4 DQ10 CC3,17
HH5 HK10 HH2,17
DA1 HH6 CC10,17
SS8 DD3 CC6,17
HH4 CJ10 HH3,17
CC3 DD8 CC6,17
CA1 SS9 DD7,17
SS4 HJ10 SS3,17
CC9 HH6 DD2,17
SS5 HH3 DD9,17
DD5 HK10 SS2,17
SA1 SS6 DK10,17
HH6 SQ10 CA1,17
SS2 HH9 DD6,17
DD4 HH7 CC6,17
DK10 DD5 DD2,17
SA1 HH6 HK10,17
HH3 SS4 DQ10,17
SS5 HH3 SS9,17
SA1 SS7 SS9,17
DA1 DD7 SS9,17
HH7 HH6 CC4,17
CA1 HH7 DD9,17
SS7 SS6 CC4,17
CA1 SS9 DD7,17
DD2 SS5 HJ10,17
DD10 DD6 DA1,17
CC3 SS5 HH9,17
CC5 CC2 CK10,17
CC8 SS7 SS2,17
HH2 DD8 CC7,17
DD8 HH2 SS7,17
HH5 DD4 HH8,17
HH6 HK10 HA1,17
CC8 SS5 SS4,17
SS10 HH3 HH4,17
DD4 CC7 CC6,17
CC2 DD8 SS7,17
DD5 CC9 CC3,17
SA1 SS6 CQ10,17
DD4 HH10 HH3,17
HH5 HJ10 CC2,17
HH6 SS8 CC3,17
HH10 CC5 DD2,17
HH5 DJ10 CC2,17
CC8 SS2 CC7,17
SK10 DD4 CC3,17
HH6 CC5 DD6,17
CC4 SS8 DD5,17
SS2 SS5 HH10,17
SS5 SK10 SS2,17
DJ10 SS5 CC2,17
DD7 SS9 CA1,17
HH3 DD4 DQ10,17
CK10 CC6 DA1,17
DA1 CJ10 HH6,17
SS2 HH6 HH9,17
CK10 DA1 HH6,17
HH6 HH4 CC7,17
CC6 HH9 HH2,17
CC6 HH4 CC7,17
SS3 CC7 DD7,17
HH7 HH5 SS5,17
DA1 SS6 HQ10,17
SA1 DK10 CC6,17
CC6 DD3 SS8,17
SS5 CK10 SS2,17
HH4 SS6 CC7,17
CC7 SS7 DD3,17
SS2 HQ10 SS5,17
HH5 CC4 DD8,17
DA1 SS9 HH7,17
CC6 SS8 CC3,17
DJ10 SS5 DD2,17
SS8 SA1 CC8,17
DD7 CC2 DD8,17
CC8 SS3 CC6,17
CC9 SA1 SS7,17
HH9 SS4 CC4,17
CC4 SS6 DD7,17
CC4 HH8 SS5,17
SS5 DD10 SS2,17
SS4 HH6 DD7,17
SQ10 HH6 SA1,17
DK10 HH3 HH4,17
HH6 HQ10 HA1,17
SA1 DD6 CK10,17
SS4 CC9 HH4,17
CC5 CC2 DJ10,17
SS9 CC2 SS6,17
CC9 CC6 HH2,17
DD6 SK10 HA1,17
SS6 HH10 HA1,17
CC4 SS3 DD10,17
CC8 DD3 SS6,17
SS6 HH2 CC9,17
CC8 HH5 CC4,17
HH4 SS3 SJ10,17
DD3 DJ10 DD4,17
CK10 CC6 DA1,17
DD5 SS3 SS9,17
DD7 HA1 DD9,17
DD9 SA1 HH7,17
CA1 DJ10 DD6,17
CC7 DD2 CC8,17
CC6 HH9 SS2,17
HJ10 DA1 HH6,17
DK10 HH3 HH4,17
SS2 DD9 DD6,17
HH4 CC3 CJ10,17
SA1 DQ10 DD6,17
SA1 HQ10 HH6,17
HH6 DD10 DA1,17
DD8 SS8 HA1,17
CC8 SS7 DD2,17
HH5 SS2 SK10,17
SS8 DD8 SA1,17
DD6 SS3 HH8,17
CC3 CC5 HH9,17
DJ10 HA1 DD6,17
HH8 DD2 CC7,17
HQ10 DD3 HH4,17
DD3 HH5 DD9,17
SS2 DD10 DD5,17
CC6 SJ10 DA1,17
SS4 CC3 SS10,17
CC10 DD6 HA1,17
DD6 DK10 HA1,17
DD8 CC8 CA1,17
CC5 CC9 DD3,17
CC4 CK10 DD3,17
HA1 DD10 DD6,17
CC4 HH5 SS8,17
SS10 CC6 DA1,17
HQ10 HH3 CC4,17
HH9 SS2 SS6,17
DA1 DD6 DK10,17
CC3 SQ10 DD4,17
DD6 SS3 HH8,17
CC5 SS5 SS7,17
SQ10 DD4 HH3,17
HH8 CC3 HH6,17
DK10 CC3 DD4,17
SS8 DD8 SA1,17
HH6 SS2 HH9,17
DD6 DA1 DJ10,17
DD8 DA1 HH8,17
DD2 HH5 SK10,17
HH4 HH10 HH3,17
DD6 SS6 DD5,17
HQ10 SS4 HH3,17
CC6 DQ10 SA1,17
CC4 CJ10 DD3,17
HH7 CA1 HH9,17
CK10 DD4 CC3,17
HH4 SQ10 HH3,17
HH6 DD6 CC5,17
DA1 DK10 SS6,17
SS7 CC7 CC3,17
CJ10 DD3 HH4,17
SS8 SA1 CC8,17
HA1 CJ10 DD6,17
DD6 HH8 SS3,17
CK10 HH6 SA1,17
HH4 CC9 CC4,17
CC5 CC2 HQ10,17
CA1 CQ10 HH6,17
DD2 CC9 CC6,17
HK10 HH3 HH4,17
HK10 DD5 CC2,17
CA1 SS6 CQ10,17
CC5 SS9 CC3,17
HH7 CC4 DD6,17
CC3 SJ10 SS4,17
SS2 HH7 HH8,17
CC2 DD9 HH6,17
SS9 SS6 HH2,17
SQ10 CC6 HA1,17
DJ10 DD4 SS3,17
SS6 HH5 CC6,17
HJ10 CC3 HH4,17
SS9 HH3 DD5,17
HH7 CC7 SS3,17
HH4 SJ10 HH3,17
SS3 DD6 HH8,17
HH7 CC9 CA1,17
SJ10 SA1 DD6,17
DD2 HH5 SK10,17
HH6 SQ10 SA1,17
DD6 CC5 HH6,17
CC2 HJ10 HH5,17
HH7 CA1 CC9,17
CA1 SK10 DD6,17
SS8 CC7 DD2,17
HH2 CC6 HH9,17
HA1 DD6 DQ10,17
CC8 DD5 DD4,17
SS2 DD9 DD6,17
DK10 SS5 SS2,17
SS5 CJ10 DD2,17
SS6 CC3 DD8,17
SS6 CC2 DD9,17
HJ10 HH5 HH2,17
HH2 HH5 DK10,17
HH4 DQ10 SS3,17
SS4 HH4 HH9,17
DD7 CC9 SA1,17
CC3 CC4 DJ10,17
CC3 DD9 SS5,17
DD8 SS3 CC6,17
DD3 HH4 HH10,17
CA1 CJ10 HH6,17
DD8 SS6 CC3,17
DD4 SS3 SS10,17
CC4 DD10 CC3,17
SK10 SS2 SS5,17
SS4 DD3 CJ10,17
DD4 SS5 CC8,17
CC8 HH3 HH6,17
DD4 DD3 DD10,17
DK10 HA1 CC6,17
HH9 HA1 HH7,17
SS9 SS2 CC6,17
DD4 CC8 DD5,17
SQ10 SS6 DA1,17
SA1 DD9 HH7,17
SS10 CC3 CC4,17
HH4 HH9 CC4,17
SK10 DD5 CC2,17
DD4 DD5 HH8,17
HK10 SA1 DD6,17
SS6 SA1 DJ10,17
CC5 SQ10 HH2,17
DD2 SS5 CJ10,17
CC5 DD8 CC4,17
CJ10 CC5 HH2,17
SS5 CC3 HH9,17
DD7 SS9 CA1,17
SS8 DD6 CC3,17
HH7 DD7 CC3,17
HH6 DD8 CC3,17
DD4 DD3 DQ10,17
HH5 DQ10 CC2,17
CC6 CC8 CC3,17
DA1 SJ10 CC6,17
CQ10 HH4 HH3,17
DD9 HH2 HH6,17
SA1 DD8 CC8,17
CC3 DD4 DK10,17
CC8 CC4 DD5,17
DD4 SK10 CC3,17
DA1 CQ10 SS6,17
SS6 HA1 HJ10,17
DD7 DD8 CC2,17
SS2 HJ10 DD5,17
HH2 DK10 SS5,17
SS5 DD4 HH8,17
DD5 HH5 CC7,17
CC4 HH5 CC8,17
SS2 CC5 CK10,17
SS3 CC7 CC7,17
SS2 DD9 HH6,17
SA1 HH7 SS9,17
CC2 DQ10 HH5,17
CC6 HH4 SS7,17
HH4 SS4 SS9,17
DD9 SS3 CC5,17
SS9 SS5 DD3,17
CC3 CC10 CC4,17
HH7 HH5 HH5,17
CC7 CA1 SS9,17
HH7 DA1 DD9,17
DD7 SS7 SS3,17
CC3 CQ10 CC4,17
SS6 DA1 DK10,17
SS3 SS4 SJ10,17
HH6 CA1 CC10,17
DD5 HH5 CC7,17
SS2 SJ10 SS5,17
CA1 HK10 SS6,17
DD5 HH4 CC8,17
SS2 CC5 CQ10,17
SS4 SS7 DD6,17
HH4 SK10 CC3,17
SS8 HH5 SS4,17
HQ10 DD6 DA1,17
CC5 CK10 SS2,17
CC7 DD4 DD6,17
CQ10 DD2 DD6,18
SS9 DD6 SS3,18
HH5 HH3 CQ10,18
SS5 CC5 CC8,18
CC6 CC4 CC8,18
CC4 CC4 HJ10,18
DQ10 CC7 HA1,18
DJ10 CC5 SS3,18
SS4 DD4 DK10,18
DD2 CC10 DD6,18
HH3 SS5 SK10,18
HH8 CC3 SS7,18
HH9 SS6 DD3,18
SA1 HK10 SS7,18
HH5 DD6 DD7,18
DD6 HH2 DK10,18
SS8 SS3 CC7,18
DD9 DD5 SS4,18
CQ10 HA1 HH7,18
CC6 CC2 DQ10,18
SS7 SS7 CC4,18
HH6 DD2 SK10,18
HH4 DD5 DD9,18
SJ10 DD3 SS5,18
HH2 CK10 HH6,18
DQ10 SS4 CC4,18
SS9 DD6 SS3,18
DK10 HH4 HH4,18
CQ10 HH3 SS5,18
SS10 HA1 HH7,18
CC10 CA1 SS7,18
CC8 SS4 SS6,18
CC7 SS6 HH5,18
CC6 HK10 SS2,18
CC9 CC3 DD6,18
CC10 HH3 DD5,18
HH4 DD5 SS9,18
CK10 SS2 CC6,18
DA1 HH7 HK10,18
DD6 CK10 CC2,18
SS3 CC5 SJ10,18
SS4 DJ10 HH4,18
SS6 DJ10 HH2,18
SS7 CK10 HA1,18
SK10 SA1 DD7,18
CC5 SS3 HQ10,18
DD7 HA1 CJ10,18
SS2 CC6 CJ10,18
HH7 SS4 SS7,18
HH7 CC10 DA1,18
SS6 SS7 HH5,18
SK10 CC6 CC2,18
CC9 HH4 HH5,18
HJ10 DD5 CC3,18
CQ10 HH2 DD6,18
DD2 HH6 SS10,18
DK10 SS6 CC2,18
HA1 CC7 CK10,18
HH4 SS8 SS6,18
HH9 CC3 CC6,18
SS7 SS4 SS7,18
CC6 HH2 HJ10,18
HH5 HH8 DD5,18
CC3 CC5 SJ10,18
DA1 CC9 HH8,18
DD7 CC4 CC7,18
SJ10 CC7 HA1,18
HH10 DD7 SA1,18
HH6 CC2 HJ10,18
CC5 HH9 DD4,18
HH10 SS7 HA1,18
DD4 DD9 SS5,18
DQ10 HH5 DD3,18
CA1 HH7 SK10,18
CC10 SA1 HH7,18
SQ10 HH7 DA1,18
SS2 DD6 CC10,18
HH9 SS2 DD7,18
HQ10 CC6 SS2,18
CC7 DD6 CC5,18
DJ10 DD6 DD2,18
DD6 DJ10 HH2,18
DD2 SS7 SS9,18
CA1 HH10 SS7,18
DD5 DJ10 CC3,18
SS7 DD5 DD6,18
CC6 SS7 HH5,18
HK10 DD5 CC3,18
SS3 CK10 HH5,18
SS5 SS3 CC10,18
SS6 HH8 HH4,18
SQ10 SS6 HH2,18
HH6 HH10 DD2,18
DK10 CA1 HH7,18
DD5 SS8 CC5,18
CC3 CK10 HH5,18
CC3 CC5 DD10,18
SS10 SS2 SS6,18
CC9 HH7 CC2,18
DD7 HH7 HH4,18
HH2 SS9 HH7,18
HH2 DD8 DD8,18
DK10 HH4 CC4,18
CC5 DQ10 HH3,18
CC6 SS3 SS9,18
HH2 DD6 CQ10,18
SS5 SQ10 CC3,18
HH7 SA1 SS10,18
CQ10 SA1 HH7,18
CC4 CK10 SS4,18
SS4 CJ10 DD4,18
SS7 HA1 CC10,18
HH3 DJ10 SS5,18
CC2 CJ10 DD6,18
SS8 HH7 HH3,18
CC10 SS3 DD5,18
DD5 HH3 DQ10,18
HH10 DD7 DA1,18
HH9 SS5 HH4,18
HH2 HH8 SS8,18
DD4 HK10 CC4,18
HK10 CC2 DD6,18
DD10 HH6 DD2,18
HH3 SJ10 SS5,18
CA1 DK10 SS7,18
CC2 DD6 SQ10,18
SS6 DD2 HJ10,18
HH6 SS6 DD6,18
HK10 HA1 DD7,18
DA1 CJ10 SS7,18
HH6 CC2 CQ10,18
CC3 CQ10 SS5,18
DQ10 CC2 SS6,18
DD6 SQ10 SS2,18
SS6 DD4 HH8,18
CC5 HK10 SS3,18
DK10 CA1 HH7,18
SS5 SS7 HH6,18
SJ10 SS7 HA1,18
CC4 DJ10 SS4,18
DD2 HQ10 DD6,18
SS5 CC9 DD4,18
SK10 CC6 HH2,18
DD6 HH2 DJ10,18
CC6 SS5 HH7,18
HH3 SS5 CK10,18
CK10 DD7 HA1,18
SA1 HJ10 HH7,18
CC9 HH8 HA1,18
HH3 SS5 CQ10,18
DD7 SA1 CK10,18
SS3 DD6 CC9,18
HQ10 CC5 DD3,18
HH10 SS3 CC5,18
CC3 SS5 SS10,18
CC7 HH4 HH7,18
SS6 HH10 HH2,18
HH6 DJ10 CC2,18
SS8 CC7 CC3,18
HA1 SJ10 HH7,18
SS7 DD7 HH4,18
DJ10 DD2 CC6,18
CC2 SS8 CC8,18
SS7 HH5 DD6,18
CC2 CC6 DQ10,18
CC10 HA1 SS7,18
CC2 CC6 HQ10,18
CC5 HH10 CC3,18
DD7 HH5 HH6,18
SS7 CC10 HA1,18
CC4 SQ10 DD4,18
DD3 SS6 CC9,18
CA1 DK10 DD7,18
HH7 CC8 SS3,18
HH2 DD7 DD9,18
DD4 SJ10 DD4,18
CC3 HK10 DD5,18
HH7 SS8 CC3,18
DQ10 DD7 DA1,18
HH5 DD3 HH10,18
HK10 HA1 HH7,18
SS5 HH3 DJ10,18
CC9 CC3 HH6,18
DJ10 SS5 HH3,18
CC7 DD9 CC2,18
CC6 SS5 DD7,18
SS3 CC7 HH8,18
SS3 CQ10 CC5,18
CC2 SS8 CC8,18
SA1 HH7 CC10,18
SS8 DA1 HH9,18
CC10 HH7 SA1,18
HK10 CC6 CC2,18
SS5 DK10 SS3,18
SA1 HJ10 DD7,18
HH5 HJ10 HH3,18
SS7 CA1 SS10,18
SS10 SS6 HH2,18
CC2 CC9 CC7,18
HK10 SS2 HH6,18
CQ10 SS4 SS4,18
HH2 HJ10 HH6,18
CC8 SS2 CC8,18
SS6 DD4 HH8,18
SS2 HH9 SS7,18
HH8 HH5 DD5,18
CC7 HQ10 SA1,18
DD4 CC7 CC7,18
CC9 DD3 CC6,18
CC5 DD5 DD8,18
HK10 DD6 CC2,18
DD4 HJ10 HH4,18
DD5 CC8 DD5,18
HH4 CC4 HJ10,18
SS3 CC8 CC7,18
HA1 DK10 DD7,18
DA1 DD7 DQ10,18
CC2 SS6 HK10,18
DD9 HH6 CC3,18
SS5 DD3 DK10,18
SS6 HH9 DD3,18
SS5 SS5 DD8,18
DD6 HH7 HH5,18
DD4 CC8 DD6,18
HQ10 HH7 CA1,18
CQ10 CA1 DD7,18
SS3 SS5 SK10,18
HH9 SS5 CC4,18
CC3 CC7 HH8,18
HA1 HH7 DD10,18
SS2 CJ10 HH6,18
CC7 CC5 SS6,18
CC8 SS7 CC3,18
HJ10 CA1 CC7,18
HH7 CA1 CC10,18
HH4 CC10 CC4,18
DD5 HH5 HH8,18
CC2 DQ10 HH6,18
CC3 CC6 CC9,18
CC3 HH5 CQ10,18
HH9 HH3 HH6,18
CC5 SS6 DD7,18
SS5 SS5 HH8,18
HH10 HH5 CC3,18
DD6 DQ10 HH2,18
HH3 DD7 SS8,18
SA1 CC9 DD8,18
CC3 HH8 CC7,18
HH5 SS3 SJ10,18
HH8 CC3 DD7,18
CC3 SS5 HQ10,18
SS6 CC2 SJ10,18
CC6 HQ10 CC2,18
HA1 CC7 HJ10,18
DD10 HH2 DD6,18
CK10 CC5 DD3,18
SJ10 HH7 DA1,18
SA1 DD7 CJ10,18
HH6 HH3 SS9,18
HH6 CC2 HQ10,18
HH7 CA1 HH10,18
DA1 SJ10 HH7,18
CC3 CC8 CC7,18
HH5 HH4 HH9,18
HH3 DD5 DD10,18
HJ10 HH3 CC5,18
SQ10 DD5 DD3,18
SA1 SS8 HH9,18
HH9 SS8 CA1,18
SQ10 SA1 HH7,18
SS2 DK10 HH6,18
HH6 SS2 HQ10,18
HK10 DA1 DD7,18
DD4 HH7 HH7,18
HH9 DD4 SS5,18
HH3 DD5 CJ10,18
CC8 SS2 SS8,18
SS10 DA1 SS7,18
HH7 SA1 SQ10,18
HH3 CC5 DD10,18
DD7 DD6 HH5,18
SS10 HH6 CC2,18
CC7 CC3 CC8,18
DD7 HA1 HH10,18
SS9 HH6 SS3,18
DD7 SK10 SA1,18
CA1 DD7 SJ10,18
DD5 CK10 HH3,18
SA1 DK10 HH7,18
HH4 HH4 HH10,18
SS7 SS2 HH9,18
DD10 CC7 DA1,18
CC5 CC8 CC5,18
SS8 CC2 HH8,18
DD4 CC7 HH7,18
HQ10 HH2 DD6,18
HA1 SS7 CQ10,18
DD9 CC5 DD4,18
CC7 DQ10 HA1,18
HH7 CC8 SS3,18
SS5 SS3 DD10,18
HH3 SS9 CC6,18
HH9 SS5 DD4,18
HH5 SS10 CC3,18
SS9 HH7 HH2,18
HA1 HH8 DD9,18
CC7 SA1 CQ10,18
SK10 CC4 CC4,18
DQ10 CC6 DD2,18
DD6 DD8 SS4,18
CC3 SS5 SQ10,18
CK10 HA1 CC7,18
DD6 HQ10 SS2,18
SS6 DD9 DD3,18
HH3 SS6 SS9,18
HH2 HK10 DD6,18
SS2 CC9 HH7,18
DD9 SS4 SS5,18
CK10 SA1 DD7,18
HA1 DD8 DD9,18
HK10 SS6 CC2,18
HH10 SA1 SS7,18
SS2 CC9 SS7,18
HJ10 SS5 SS3,18
HH3 DD5 SK10,18
DD9 SS3 CC6,18
DD7 CC4 HH7,18
DD5 HH7 DD6,18
DD7 DA1 DQ10,18
DD4 DD4 DD10,18
CC6 HH4 SS8,18
HH2 CC8 SS8,18
SS3 DJ10 DD5,18
CC2 HH7 CC9,18
HK10 CC4 CC4,18
SS5 CC6 HH7,18
HA1 DD10 CC7,18
HH4 DJ10 SS4,18
DD3 HH7 SS8,18
CC7 DK10 SA1,18
HH6 DD2 DJ10,18
DA1 DQ10 CC7,18
SJ10 HH4 HH4,18
SJ10 DD4 SS4,18
DD9 SS4 HH5,18
HH10 DD5 HH3,18
CC3 HK10 DD5,18
HH7 SJ10 SA1,18
CC6 HH7 SS5,18
DJ10 HH2 SS6,18
HH4 DD4 DD10,18
HH6 DK10 SS2,18
CC3 SS5 DJ10,18
DD7 SS10 HA1,18
SS4 CC7 DD7,18
HH9 HH2 DD7,18
HH5 CC3 SS10,18
DD5 DD7 SS6,18
HK10 HH6 HH2,18
CC7 SA1 DJ10,18
DD8 CA1 HH9,18
SS2 HH8 HH8,18
SS9 DD5 CC4,18
HH10 HH5 SS3,18
DQ10 CC3 DD5,18
SS9 HA1 SS8,18
DD4 SS4 SK10,18
SS9 DD4 DD5,18
SS5 HQ10 HH3,18
SS2 CC6 DQ10,18
CC2 HH6 SJ10,18
HA1 SS7 DD10,18
HH4 CC10 SS4,18
DD2 DD6 DJ10,18
CC7 DD2 CC9,18
CC5 HJ10 SS3,18
DD8 CC6 SS4,18
SJ10 SS3 DD5,18
SS5 CC5 DD8,18
DK10 HH7 DA1,18
DD10 CC2 SS6,18
DD7 HJ10 HA1,18
DD7 SJ10 CA1,18
SJ10 HH7 SA1,18
SQ10 DA1 HH7,18
DD9 DD7 SS2,18
DD9 SA1 CC8,18
CC3 SS5 SK10,18
CC4 CK10 DD4,18
SS3 CC8 SS7,18
HH5 CC3 SS10,18
DD6 DD4 SS8,18
CC7 HA1 DQ10,18
SK10 CC5 SS3,18
HJ10 HH4 CC4,18
SS5 SS10 SS3,18
CC5 DD10 CC3,18
HH6 DD8 DD4,18
CC8 DD2 CC8,18
CC10 DD3 CC5,18
CC10 HH4 DD4,18
SQ10 SS4 DD4,18
CC4 SS6 DD8,18
DD3 DD10 CC5,18
SS8 CA1 CC9,18
CC7 DD8 DD3,18
SS10 DD2 SS6,18
HH9 CC6 CC3,18
SS7 CC10 DA1,18
DA1 DD7 HJ10,18
SS4 SS7 HH7,18
CC8 HH6 CC4,18
CC4 DK10 CC4,18
CJ10 DD5 DD3,18
SS7 SS4 HH7,18
DD5 HH5 DD8,18
SS5 DD9 HH4,18
DD9 CC4 DD5,18
SS7 DD10 SA1,18
SA1 CC7 CQ10,18
SK10 DD5 SS3,18
SS3 SQ10 HH5,18
SA1 CC9 SS8,18
CC10 SS5 CC3,18
DD5 HH7 CC6,18
HH3 CC5 HH10,18
SS5 SS4 CC9,18
SA1 CC9 HH8,18
CA1 HJ10 DD7,18
DD7 DQ10 DA1,18
SS10 SS3 HH5,18
HH3 HH5 DQ10,18
SS6 SS2 SQ10,18
CQ10 HH3 SS5,18
DD6 DK10 CC2,18
SS2 HH6 HQ10,18
SA1 CQ10 HH7,18
SS3 HK10 CC5,18
SS6 CQ10 CC2,18
DQ10 DD7 DA1,18
CC10 HH4 HH4,18
CC2 SS10 SS6,18
HH4 HH8 HH6,18
CC8 CC5 DD5,18
DD3 SS5 CJ10,18
CC4 HH8 HH6,18
HH3 CC10 CC5,18
HH10 CC4 HH4,18
SS4 DQ10 DD4,18
HH7 DA1 SQ10,18
HH3 DD5 CC10,18
DD5 HH3 CC10,18
HH9 HH4 HH5,18
DA1 DD10 CC7,18
HH5 CC8 DD5,18
SS6 CC3 CC9,18
CC7 CA1 CK10,18
DD7 HH9 SS2,18
DD5 HK10 HH3,18
SQ10 CC7 DA1,18
DD4 DD4 DD10,18
SS6 HH2 SK10,18
DD2 DD8 CC8,18
SS8 CC5 SS5,18
SS6 SQ10 SS2,18
DD2 HK10 SS6,18
HH5 DD10 SS3,18
HH7 SQ10 DA1,18
HA1 CK10 DD7,18
HH10 DD7 CA1,18
DK10 DD7 SA1,18
HH4 HH4 CJ10,18
DD3 SS6 HH9,18
HH3 SQ10 SS5,18
CC4 CC7 CC7,18
CA1 CC9 HH8,18
DD7 CA1 CQ10,18
SK10 DA1 SS7,18
HH9 DD8 DA1,18
DD3 HH6 DD9,18
CC3 DD5 SK10,18
DA1 SK10 CC7,18
CC6 DD2 SJ10,18
DD6 SS7 CC5,18
DD8 SA1 SS9,18
DD8 CC3 CC7,18
HH7 CC4 SS7,18
HH4 DD4 HJ10,18
HH3 DD7 SS8,18
CQ10 CC2 DD6,18
SS2 DD6 CJ10,18
SS5 DD3 SQ10,18
CC3 HH5 DJ10,18
HK10 CC5 CC3,18
DD6 HH7 HH5,18
CC8 DD8 CC2,18
HH8 CC6 DD4,18
DD3 SQ10 HH5,18
HJ10 DA1 CC7,18
DK10 DD7 HA1,18
HA1 SS7 HH10,18
CC5 SS10 DD3,18
CC6 DD9 CC3,18
SS4 CC6 HH8,18
DD7 CA1 HK10,18
SS5 HH7 SS6,18
DK10 HH6 DD2,18
DD8 CC9 DA1,18
CK10 SS6 SS2,18
CJ10 DD4 DD4,18
CK10 SS6 DD2,18
CK10 DD2 HH6,18
DD7 HJ10 CA1,18
CC5 CC10 SS3,18
SS8 HH5 HH5,18
DA1 DD9 HH8,18
HH5 DQ10 HH3,18
